country_year,country,year,electexec,electleg,electboth,v2xel_elecpres,v2xel_elecparl,AF.el_rating,PEI.el_rating,VDEM.el_rating,PEI.EMB_cap,VDEM.EMB_cap,PEI.protest,VDEM.turnout,VDEM.VAP_turnout,nelda17,nelda18,nelda11,nelda45,nelda46,nelda3,nelda4,nelda5,nelda29,nelda30,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parcomp,FH.fh_total,WB.GDP_ppc,WB.FDI,WB.inflation,WB.gini,WB.urban_pop,literacy_imputed,VDEM.yrs_education,press_freedom,VDEM.elec_viol,VDEM.international_monitors_present,VDEM.access_to_public_services_social_group,VDEM.access_to_public_services_pol_group,VDEM.regime_support_by_an_ethnic_group,VDEM.is_an_ethnic_group_the_most_powerful_regime_support_group,VDEM.is_an_ethnic_group_the_most_powerful_regime_duration_group,after_non_violent_number_of_events,after_non_violent_number_of_fatalities,after_violent_number_of_events,after_violent_number_of_fatalities,before_non_violent_number_of_events,before_non_violent_number_of_fatalities,before_violent_number_of_events,before_violent_number_of_fatalities,on_date_non_violent_number_of_events,on_date_non_violent_number_of_fatalities,on_date_violent_number_of_events,on_date_violent_number_of_fatalities,events_before,events_after,fatilities_before,fatilities_after,change_in_events,change_in_fatalities,change_in_violent_events,change_in_non_violent_events,change_in_violent_fatalities,change_in_non_violent_fatalities
Ivory Coast-2015,Ivory Coast,2015,NA,NA,NA,NA,NA,NA,7.125,NA,64.33594,NA,70.97656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ivory Coast-2016,Ivory Coast,2016,NA,NA,NA,NA,NA,NA,7.090909,NA,63.49432,NA,60.767044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya-2002,Kenya,2002,Yes,Yes,Yes,1,1,NA,NA,2.851,NA,1.729,NA,57.18,38.51,0,0,1,1,1,1,1,1,0,NA,0,8,0,4,8,1132.48646104633,27618447.058206,1.96130821739159,NA,20.591,72.1570281982422,6.156,18.5,2.038,1,-0.357,-0.349,0.857,0,0,0,0,42,49,3,0,67,98,0,0,1,2,70,42,98,49,-0.4,-0.5,-0.3731343283582089,-1,-0.5,NA
Kenya-2007,Kenya,2007,No,No,No,1,1,NA,NA,1.298,NA,1.729,NA,69.09,54.49,0,0,0,1,1,1,1,1,1,1,0,7,5,3,7,1287.24979019727,729054666.996781,9.75888023027526,NA,22.42,72.1570281982422,6.346,21.25,0.06,1,-0.357,0.102,0.857,0,0,10,0,424,1145,13,0,96,64,1,0,18,9,109,434,64,1145,2.981651376146789,16.890625,3.416666666666667,-0.23076923076923073,16.890625,NA
Kenya-2013,Kenya,2013,NA,NA,NA,1,1,NA,4.428571,2.435,26.631945,1.857,54.86111,85.91,55.6,1,0,1,1,1,1,1,1,0,NA,0,9,11,4,8,1397.37865763256,1118819096.64435,5.71749357037732,NA,24.794,78.733039855957,6.46,30.7,2.141,1,-0.357,0.102,0.857,1,0,43,0,130,149,70,5,160,194,1,0,11,21,230,173,199,149,-0.24782608695652175,-0.25125628140703515,-0.1875,-0.3857142857142857,-0.2319587628865979,-1
Kenya-2017,Kenya,2017,NA,NA,NA,1,1,NA,4.3333335,1.942,40.651043,1.804,37.5,79.49,61.44,0,0,1,1,1,1,1,1,1,1,0,9,15,4,8,1510.58138508086,1266137282.66311,8.0057227913467,NA,26.562,81.5349731445313,6.46,31.2,1.852,1,-0.357,0.102,0.857,1,0,93,0,368,344,136,0,425,439,3,0,52,18,561,461,439,344,-0.17825311942959,-0.2164009111617312,-0.13411764705882356,-0.3161764705882353,-0.2164009111617312,NA
Lesotho-2002,Lesotho,2002,No,Yes,No,0,1,NA,NA,3.693,NA,2.794,NA,66.69,49.61,0,0,0,1,1,1,1,1,0,NA,0,8,9,4,5,746.9263337465,28390464.7236761,33.812578338126,51.6,20.597,75.8002014160156,5.579,17.75,3.115,1,0.849,0.598,0.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho-2007,Lesotho,2007,No,Yes,No,0,1,NA,NA,2.921,NA,2.794,NA,49,38.63,0,0,0,1,1,1,1,1,1,1,0,8,5,3,5,911.628426714867,75616001.7238195,8.0124366904341,NA,23.304,75.8002014160156,6.21,29.5,2.703,1,0.849,0.598,0.333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-1,-1,-1,NA,-1,NA
Lesotho-2012,Lesotho,2012,No,Yes,No,0,1,NA,NA,3.151,NA,2.807,NA,50.04,50.32,0,0,0,1,1,1,1,1,0,NA,0,8,10,4,5,1096.82845605457,56653435.2330933,6.05143662139978,NA,25.704,76.6352005004883,6.589,28.36,2.901,1,0.849,0.598,0.333,0,0,0,0,3,2,2,0,9,4,0,0,0,0,11,3,4,2,-0.7272727272727273,-0.5,-0.6666666666666667,-1,-0.5,NA
Lesotho-2015,Lesotho,2015,NA,NA,NA,0,1,NA,7.3,2.98,78.295456,3.237,76.53409,46.61,49.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,13,4,6,1146.06468787308,206514459.900398,3.21844513655931,NA,26.908,76.6352005004883,6.589,28.78,2.773,1,0.898,0.661,0.333,0,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0,-1,-1,-1,-1,-1,NA
Lesotho-2017,Lesotho,2017,NA,NA,NA,0,1,NA,7.25,2.906,74.583336,3.237,69.609375,46.37,48.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,15,4,6,1132.00926895142,42168784.1137567,4.44769937376299,44.9,27.73,76.6352005004883,6.589,28.78,2.752,1,0.898,0.661,0.222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA
Liberia-2005,Liberia,2005,Yes,Yes,Yes,1,1,NA,NA,2.959,NA,2.111,NA,76.49,70.6,0,0,0,1,1,1,1,1,0,NA,0,5,0,NA,8,553.567565392947,82802111.438061,10.8343588481414,NA,46.051,42.9410781860352,4.53,19,2.338,1,-1.333,-1.087,0.2,0,0,2,0,4,0,4,0,2,3,0,0,0,0,6,6,3,0,0,-1,1,-0.5,-1,NA
Liberia-2011,Liberia,2011,No,No,No,1,1,6.69627,NA,2.907,NA,2.84,NA,71.64,67.39,0,0,0,1,1,1,1,1,1,1,0,6,5,4,7,679.71463834094,2086006933.33333,8.48816751849397,NA,48.193,48.3013610839844,5.576,NA,2.322,1,-1.333,-0.967,0.2,0,0,9,0,37,2,7,0,22,38,1,0,0,0,29,46,38,2,0.5862068965517242,-0.9473684210526316,0.6818181818181819,0.2857142857142858,-0.9473684210526316,NA
Liberia-2014,Liberia,2014,NA,NA,NA,NA,NA,4.27617,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,1,1,0,NA,0,6,8,4,7,740.375959137082,501870828.620424,9.86111285574915,33.2,49.397,48.3013610839844,NA,30.78,NA,NA,NA,NA,NA,NA,NA,7,0,4,20,13,0,16,3,0,0,0,0,29,11,3,20,-0.6206896551724138,5.666666666666667,-0.75,-0.46153846153846156,5.666666666666667,NA
Liberia-2017,Liberia,2017,NA,NA,NA,1,1,NA,7,2.88,66.666664,2.499,56.145832,75.19,70.79,1,0,0,1,1,1,1,1,0,NA,0,6,11,4,6,692.20304237615,247842983.01405,12.4196323907137,NA,50.697,48.3013610839844,5.576,31.12,2.607,1,-1.333,-0.967,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia-2020,Liberia,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,7,616.002692833527,86960000,NA,NA,52.089,48.3013610839844,NA,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya-2012,Libya,2012,No,Yes,No,0,1,NA,NA,3.119,NA,2.934,NA,61.58,48.72,0,0,1,1,1,1,1,1,1,0,3,0,0,NA,9,7401.48163524456,1425000000,6.05980392156861,NA,78.512,86.0999984741211,8.074,37.86,2.702,1,0.422,-0.846,NA,0,0,17,0,45,69,33,0,52,241,1,0,5,1,85,62,241,69,-0.2705882352941177,-0.7136929460580913,-0.13461538461538458,-0.48484848484848486,-0.7136929460580913,NA
Libya-2014,Libya,2014,NA,NA,NA,0,1,NA,NA,2.497,NA,2.136,NA,49.7,15.64,0,NA,1,1,1,1,1,1,1,0,3,0,0,NA,12,4801.83073062451,0,NA,NA,79.009,86.0999984741211,8.074,45.99,2.127,1,0.422,-0.846,NA,0,0,112,1,621,1661,99,0,418,600,3,0,9,10,517,733,600,1662,0.41779497098646035,1.77,0.4856459330143541,0.13131313131313127,1.7683333333333335,NA
Madagascar-2001,Madagascar,2001,Yes,No,No,1,0,NA,NA,1.816,NA,1.606,NA,66.85,56.42,0,0,0,0,NA,1,1,1,1,1,0,7,9,4,6,501.118462759593,93059224,7.91694484529585,47.4,27.391,58.9359397888184,3.779,22.8,2.072,1,-0.578,0.24,0.4,0,0,33,0,49,18,0,0,1,2,0,0,0,0,1,82,2,18,81,8,48,NA,8,NA
Madagascar-2002,Madagascar,2002,No,Yes,No,0,1,NA,NA,1.849,NA,1.606,NA,67.86,50.87,0,1,0,1,1,1,1,1,0,NA,0,7,10,4,7,425.739290517587,14661798.0720596,16.4985255315846,NA,27.663,58.9359397888184,3.818,8.17,2.122,0,-0.578,0.24,0.4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA
Madagascar-2006,Madagascar,2006,Yes,No,No,1,0,NA,NA,2.334,NA,1.606,NA,61.93,50.85,1,0,0,1,1,1,1,1,0,NA,0,7,8,4,7,482.334888265444,294681941.542683,10.7656371554866,NA,29.425,64.4809112548828,3.974,20,3.592,1,-0.578,0.24,0.6,0,0,0,0,1,1,2,0,2,0,0,0,0,0,4,1,0,1,-0.75,NA,-0.5,-1,NA,NA
Madagascar-2007,Madagascar,2007,No,Yes,No,0,1,NA,NA,2.334,NA,1.606,NA,NA,NA,0,1,1,1,1,1,1,1,0,NA,0,7,9,4,7,495.363132797691,789389724.084497,10.2879663187671,NA,30.043,64.4809112548828,4.013,21,3.619,1,-0.578,0.24,0.6,0,0,0,0,1,2,0,0,1,4,0,0,0,0,1,1,4,2,0,-0.5,0,NA,-0.5,NA
Madagascar-2013,Madagascar,2013,NA,NA,NA,1,1,NA,4.1875,2.113,49.316406,1.425,44.648438,61.76,42.12,0,0,1,0,NA,1,1,1,0,NA,0,3,0,4,9,462.707783869038,565848886.014277,5.82642944451989,NA,33.878,76.6796798706055,4.13,29.38,3.463,1,-0.935,0.24,0.2,0,0,15,0,48,48,13,1,49,184,0,0,6,1,62,63,185,48,0.016129032258064502,-0.7405405405405405,-0.020408163265306145,0.15384615384615374,-0.7391304347826086,-1
Madagascar-2018,Madagascar,2018,NA,NA,NA,1,0,NA,5,2.39,51.71875,1.648,37.65625,53.9,38.73,1,0,0,1,1,1,1,1,0,NA,0,6,4,3,7,480.888892539933,612036371.422122,8.59422958870474,NA,37.191,76.6796798706055,4.13,26.2,3.221,1,-0.577,0.24,0.2,0,0,10,0,63,92,1,0,14,26,0,0,0,0,15,73,26,92,3.8666666666666663,2.5384615384615383,3.5,9,2.5384615384615383,NA
Madagascar-2019,Madagascar,2019,NA,NA,NA,0,1,NA,NA,2.586,NA,1.535,NA,40,28.83,NA,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,6,488.939550444238,474311425.432437,5.61051441492366,NA,37.861,76.6796798706055,4.13,27.76,3.119,1,-0.935,0.24,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi-2004,Malawi,2004,No,No,No,1,1,NA,NA,1.637,NA,1.162,NA,63.59,58.46,0,0,1,1,1,1,1,1,1,1,0,6,10,4,8,287.272153872265,107811374.01292,11.4298060822124,39.9,14.964,61.3097190856934,4.316,22.75,1.737,1,0.759,0.364,0.333,0,0,0,0,0,0,0,0,5,2,0,0,0,0,5,0,2,0,-1,-1,-1,NA,-1,NA
Malawi-2009,Malawi,2009,No,No,No,1,1,NA,NA,3.046,NA,1.162,NA,78.28,73.93,0,0,1,1,1,1,1,1,0,NA,0,6,15,3,7,345.634998576379,49130371.2258416,8.42204427696655,NA,15.429,61.3097190856934,4.694,21,2.986,1,0.759,0.364,0.571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,NA,-1,NA,NA,NA
Malawi-2014,Malawi,2014,NA,NA,NA,1,1,6.55882,5.0666666,2.795,55,0.739,44.895832,70.75,64.66,0,1,1,1,1,1,1,1,1,1,0,6,20,3,7,380.588978300835,598086538.121966,23.7920649469687,NA,16.132,65.1453704833984,4.77,26.41,2.67,1,0.759,0.364,0.375,0,0,1,0,2,1,3,0,8,5,1,0,2,0,11,3,5,1,-0.7272727272727273,-0.8,-0.75,-0.6666666666666667,-0.8,NA
Malawi-2019,Malawi,2019,NA,NA,NA,1,1,NA,NA,1.911,NA,1.38,NA,74.44,52.83,0,0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,6,401.392672064444,55267849.6105514,9.37083605605672,38.5,17.174,62.1435394287109,4.77,29.36,2.223,1,0.678,0.115,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi-2020,Malawi,2020,NA,NA,NA,1,0,NA,NA,2.932,NA,1.148,NA,64.81,44.32,0,0,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,6,394.003162068529,45238933.7319548,8.62551469650552,NA,17.427,62.1435394287109,4.77,29.32,2.249,0,0.168,0.115,0.571,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali-2002,Mali,2002,Yes,Yes,Yes,1,1,NA,NA,2.82,NA,2.841,NA,38.57,42.44,0,1,0,1,1,1,1,1,0,NA,0,5,10,4,5,640.797791206587,-12312977.4012381,5.03282275711195,NA,29.806,24,1.246,11,3.326,1,-0.022,0.413,0,0,0,0,0,2,10,2,0,0,0,0,0,0,0,2,2,0,10,0,NA,NA,-1,NA,NA
Mali-2007,Mali,2007,No,No,No,1,1,NA,NA,2.782,NA,2.635,NA,36.24,41.2,0,1,0,1,1,1,1,1,1,1,0,7,15,4,5,697.348626952466,206064771.413548,1.41200201714577,NA,33.612,31.0997505187988,1.411,7.5,3.088,1,-0.022,0.413,0,0,0,0,0,16,26,1,0,2,20,0,0,0,0,3,16,20,26,4.333333333333333,0.30000000000000004,7,-1,0.30000000000000004,NA
Mali-2013,Mali,2013,NA,NA,NA,1,1,NA,5.6363635,2.683,58.323864,2.124,66.704544,48.98,44.68,0,1,1,1,1,1,1,1,0,NA,0,5,0,4,9,700.697597211143,307853389.344622,-0.606736356351494,NA,38.398,33.0688896179199,1.51,36.29,2.419,1,-0.022,0.413,0,0,0,26,0,79,305,25,0,70,156,1,0,3,1,95,105,156,305,0.10526315789473695,0.9551282051282051,0.12857142857142856,0.040000000000000036,0.9551282051282051,NA
Mali-2018,Mali,2018,NA,NA,NA,1,0,NA,2.6666667,2.117,33.333332,1.888,41.875,42.7,40.92,NA,1,1,1,1,1,1,1,1,1,0,5,5,4,8,802.033618195994,467067198.107612,0.299546507387888,36.1,42.356,35.4737701416016,1.51,36.15,1.956,1,-0.022,0.413,0,0,0,44,0,125,300,16,0,168,590,20,0,9,18,184,169,590,300,-0.08152173913043481,-0.4915254237288136,-0.25595238095238093,1.75,-0.4915254237288136,NA
Mali-2020,Mali,2020,NA,NA,NA,0,1,NA,NA,2.537,NA,1.814,NA,35.58,30.56,0,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,11,781.731454762373,308101914.8,0.438088940320712,NA,43.909,30.7614097595215,1.51,34.12,1.994,1,0.833,0.417,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-2001,Mauritania,2001,No,Yes,No,0,1,NA,NA,1.538,NA,1.381,NA,54.45,47.3,1,0,1,1,1,1,1,1,0,NA,0,-6,39,2,10,1251.60665113414,76700000,4.7148963468961,NA,38.616,45.5037803649902,3.491,41.3,2.834,1,-0.168,-0.734,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania-2003,Mauritania,2003,Yes,No,No,1,0,NA,NA,1.412,NA,1.381,NA,60.86,51.34,1,0,1,0,0,1,1,1,0,NA,0,-6,41,2,11,1283.32436320575,101957951.6,5.15190150769576,NA,40.351,45.5037803649902,3.712,51,2.891,0,-0.168,-0.734,0.2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,1,0,-1,-1,-1,NA,-1,NA
Mauritania-2006,Mauritania,2006,No,Yes,No,0,1,NA,NA,2.497,NA,1.669,NA,73.42,54.73,1,0,0,1,1,1,1,1,0,NA,0,-3,0,2,9,1585.35622389914,154601638.1,6.24103328142821,NA,42.998,45.5037803649902,4.044,15.5,3.623,1,-0.168,-0.734,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
Mauritania-2007,Mauritania,2007,No,No,No,1,0,NA,NA,2.284,NA,1.669,NA,70.16,53.55,0,1,0,1,1,1,1,1,0,NA,0,4,0,0,8,1510.16501575824,139372822.3,7.25410841304886,NA,43.89,45.5037803649902,4.154,23.88,3.623,1,-0.168,-0.734,0.2,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1,1,1,-0.5,0,-0.5,NA,0,NA
Mauritania-2009,Mauritania,2009,No,No,No,1,0,NA,NA,2.499,NA,1.669,NA,61.51,49.67,0,1,1,1,0,1,1,1,0,NA,0,-2,0,0,11,1421.88249993696,-3072044.396,2.2209203238178,NA,45.686,62.0687484741211,4.375,25.38,3.362,1,-0.168,-0.734,0.2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,1,2,0,-0.5,-1,-0.5,NA,-1,NA
Mauritania-2013,Mauritania,2013,NA,NA,NA,0,1,NA,4.5,1.884,56.25,1.729,45.9375,78.22,56.41,1,0,1,0,NA,1,1,1,1,1,0,-2,4,0,11,1470.15338476285,1126004759.602,4.12910173783393,NA,49.306,62.0687484741211,4.486,26.53,3.425,1,-0.168,-0.734,0.2,0,0,16,0,14,0,11,0,7,0,0,0,0,0,18,30,0,0,0.6666666666666667,NA,1,0.4545454545454546,NA,NA
Mauritania-2014,Mauritania,2014,NA,NA,NA,1,0,NA,4.3333335,2.113,48.125,1.729,35.3125,56.46,40.32,0,0,1,1,0,1,1,1,1,1,0,-2,5,0,11,1488.77642201114,502589833.81816,3.53436856147326,32.6,50.203,53.4975891113281,4.486,25.27,3.483,1,-0.168,-0.734,0.2,0,0,7,0,1,0,6,0,1,0,0,0,0,0,7,8,0,0,0.1428571428571428,NA,0,0.16666666666666674,NA,NA
Mauritania-2018,Mauritania,2018,NA,NA,NA,0,1,NA,3,2.158,28.125,1.834,43.75,72.46,48.34,1,0,1,1,0,1,1,1,NA,NA,0,-2,9,0,11,1575.3121704313,772890477.2,3.04891482875157,NA,53.672,53.4975891113281,4.486,29.09,3.29,1,-0.168,-0.734,0.167,0,0,19,0,17,1,16,0,6,4,1,0,0,0,22,36,4,1,0.6363636363636365,-0.75,1.8333333333333335,0.1875,-0.75,NA
Mauritania-2019,Mauritania,2019,NA,NA,NA,1,0,NA,NA,2.238,NA,2.265,NA,62.66,44.29,0,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,10,1620.99499563766,-883561115.825519,2.30009262117938,NA,54.507,53.4975891113281,4.486,31.65,3.384,1,0.65,-0.842,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-2000,Mauritius,2000,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,0,NA,0,10,32,5,3,5533.97691894614,265641239.441185,4.19928825622807,NA,42.67,84.303092956543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-2005,Mauritius,2005,No,Yes,No,0,1,NA,NA,3.837,NA,3.521,NA,81.25,75.34,1,0,0,1,0,1,1,1,0,NA,0,10,37,5,2,6316.44296053055,41776995.7786911,4.93717004981784,NA,42.112,89.2498397827148,7.53,8,3.64,1,2.7,2.065,0.333,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-2010,Mauritius,2010,No,Yes,No,0,1,NA,NA,3.551,NA,3.773,NA,77.82,72.63,0,0,0,1,0,1,1,1,0,NA,0,10,42,5,3,7817.84111888619,429941788.7,2.93236301369863,NA,41.555,89.2498397827148,7.828,NA,3.749,1,2.7,2.065,0.333,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-2014,Mauritius,2014,NA,NA,NA,0,1,7.6893,8.5,3.866,78.59375,3.773,77.53125,74.41,71.23,1,0,0,1,1,1,1,1,0,NA,0,10,46,5,3,8954.55747482616,455562151.8,3.21769191994683,NA,41.111,92.4747619628906,7.828,27.69,3.776,1,2.7,2.065,0.333,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius-2019,Mauritius,2019,NA,NA,NA,0,1,NA,NA,2.346,NA,2.879,NA,77.01,69.45,1,0,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,3,10643.7710785616,471422103.4,0.405655190309511,NA,40.766,91.3253936767578,7.828,28.46,3.886,1,2.7,2.065,0.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco-2002,Morocco,2002,No,Yes,No,0,1,NA,NA,2.391,NA,2.705,NA,51.61,39.98,1,0,0,0,NA,1,1,1,0,NA,0,-6,37,2,10,1905.07201479133,480355698.049863,2.79561966936937,NA,53.99,52.3062591552734,3.838,39.67,3.234,0,0.631,0.096,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,2,NA,0,NA,NA,NA
Morocco-2007,Morocco,2007,No,Yes,No,0,1,NA,NA,2.089,NA,2.845,NA,37,27.83,0,0,0,1,1,1,1,1,0,NA,0,-6,42,2,9,2294.51405978261,2825801376.44064,2.04208512673349,NA,56.317,55.1479187011719,4.183,32.25,3.074,1,0.631,0.096,0.143,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,2,0,0,-0.6,NA,-0.6,NA,NA,NA
